CODE,TYPE,INDEX_CODE,DESCRIPTION,HR,lCI,uCI
S469,1,2138,Injury of unspecified muscle and tendon at shoulder and upper arm level,0.544197767580039,0.464470466646685,0.637610421987013
O2442,1,751,"Diabetes mellitus arising in pregnancy, insulin-requiring",0.542750719310184,0.47839780398612,0.615760233130729
M2441,1,1304,"Recurrent dislocation and subluxation of joint, shoulder region",0.542170424086822,0.479063265432859,0.613590709128754
O235,1,1922,Infections of the genital tract in pregnancy,0.5417574288133,0.46726406339475,0.628126865871226
S431,1,1494,Dislocation of acromioclavicular joint,0.541066599604851,0.477533649460578,0.613052222683469
D069,1,1273,"Carcinoma in situ of cervix, unspecified",0.539956498462037,0.473807414146054,0.615340772488442
O471,1,760,False labour at or after 37 completed weeks of gestation,0.539005418315294,0.482850037280651,0.601691661057862
K420,1,855,"Umbilical hernia with obstruction, without gangrene",0.535282832667852,0.45444573970386,0.630499278386096
T840,1,955,Mechanical complication of internal joint prosthesis,0.534291509517249,0.448167437099212,0.63696599420503
K739,1,2164,"Chronic hepatitis, unspecified",0.53305434270289,0.45676900320667,0.622080154913323
R18,1,2147,Ascites,0.532132599966563,0.46671736309288,0.606716454838262
S2204,1,2076,"Fracture of thoracic vertebra, T7 and T8 level",0.531332267613979,0.454200844963607,0.621561984611529
N135,1,1440,Kinking and stricture of ureter without hydronephrosis,0.529668285232865,0.460786256465379,0.608847352639308
H024,1,1754,Ptosis of eyelid,0.529616374552189,0.448982822921272,0.624731036187075
T782,1,1512,"Anaphylactic shock, unspecified",0.529108372118476,0.454572175210708,0.615866268796801
C674,1,1726,Malignant neoplasm of posterior wall of bladder,0.528592276429922,0.457110487256645,0.61125220814392
S301,1,1343,Contusion of abdominal wall,0.527292144049328,0.458409950304815,0.60652480381645
K148,1,1863,Other diseases of tongue,0.524732203136209,0.451732912329824,0.609528058489443
F101,1,1477,"Mental and behavioural disorders due to use of alcohol, harmful use",0.522610671205606,0.454919976781361,0.600373532924098
J039,1,684,"Acute tonsillitis, unspecified",0.522340063239672,0.463021528199178,0.58925800432298
T834,1,880,"Mechanical complication of other prosthetic devices, implants and grafts in genital tract",0.520903021596823,0.441879791470878,0.614058309852766
M1394,1,1697,"Arthritis, unspecified, hand",0.520842691802307,0.452834735593396,0.599064268443079
S610,1,826,Open wound of finger(s) without damage to nail,0.519835560860549,0.45181312594118,0.598099069769792
K122,1,1557,Cellulitis and abscess of mouth,0.518899238987411,0.453352168420943,0.59392330946503
N938,1,743,Other specified abnormal uterine and vaginal bleeding,0.51774119161791,0.455637686039111,0.588309417133956
T802,1,1893,"Infections following infusion, transfusion and therapeutic injection",0.517393635122894,0.444335784734683,0.602463683688061
K112,1,945,Sialoadenitis,0.516827717929597,0.445854002957648,0.599099454638491
H000,1,1560,Hordeolum and other deep inflammation of eyelid,0.516827066397225,0.444089269608116,0.601478654948072
M751,1,804,Rotator cuff syndrome,0.51623466214858,0.446693052546793,0.596602577282623
D34,1,1230,Benign neoplasm of thyroid gland,0.514289136727309,0.440984306699435,0.599779430101112
D177,1,1837,Benign lipomatous neoplasm of other sites,0.512673873691191,0.459663118240012,0.57179810677848
H168,1,2028,Other keratitis,0.511800195192015,0.436807916343162,0.599667336598364
T233,1,1962,Full thickness burn of wrist and hand,0.511611697939127,0.447689728604651,0.584660564547598
A059,1,1182,"Bacterial foodborne intoxication, unspecified",0.511355433252161,0.43848505374377,0.596335899898892
Z470,1,1033,Follow-up care involving removal of fracture plate and other internal fixation device,0.510297769229519,0.45746707214853,0.569229632326578
M2551,1,1271,"Pain in a joint, shoulder region",0.50936635494792,0.440035015833754,0.589621448787051
M2349,1,1711,"Loose body, unspecified ligament or unspecified meniscus",0.507713182498838,0.435023450465462,0.592548919850848
R065,1,2110,Mouth breathing,0.505942252323559,0.43499915757159,0.588455306707365
M7116,1,1543,"Other infective bursitis, lower leg",0.505301180577234,0.437767846099124,0.583252711152596
T793,1,1611,"Post-traumatic wound infection, not elsewhere classified",0.505156979765198,0.433589453715169,0.588537318006655
O2443,1,1398,"Diabetes mellitus arising during pregnancy, oral hypoglycaemic therapy",0.503729148345795,0.431779754808911,0.58766779143102
J40,1,1616,"Bronchitis, not specified as acute or chronic",0.502883222734721,0.42441516787796,0.595858854367754
O872,1,1317,Haemorrhoids in the puerperium,0.502214913423853,0.440967557086993,0.571969105689948
N812,1,1372,Incomplete uterovaginal prolapse,0.501910702529378,0.439421009581354,0.573287002261312
D171,1,821,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,0.5006945767541,0.432900903440215,0.579104957274798
F209,1,859,"Schizophrenia, unspecified",0.50066136772388,0.43146697105972,0.580952475957775
S526,1,1226,Fracture of lower end of both ulna and radius,0.500545571653843,0.438603134049394,0.571235930279642
J36,1,1078,Peritonsillar abscess,0.500475459541809,0.437382556119737,0.572669582037506
S0601,1,1137,Loss of consciousness of unspecified duration,0.499413996551916,0.445229635046756,0.56019258449803
J029,1,1282,"Acute pharyngitis, unspecified",0.499019035532405,0.431252558102026,0.577434250870642
O030,1,1745,"Spontaneous abortion, incomplete, complicated by genital tract and pelvic infection",0.498994903998993,0.441621326479436,0.563822214388821
F3220,1,973,"Severe depressive episode without psychotic symptoms, not specified as arising in the postnatal period",0.498610064716291,0.416533413206724,0.596859672606862
Z312,1,915,In vitro fertilization,0.497278776897293,0.441144220274446,0.560556322824823
S3203,1,2150,"Fracture of lumbar vertebra, L3 level",0.495299629646027,0.422048908244095,0.581263731135179
O654,1,1029,"Obstructed labour due to fetopelvic disproportion, unspecified",0.494256270068184,0.42104329870944,0.580199854149198
F322,1,972,Severe depressive episode without psychotic symptoms,0.494191156188575,0.418955557462642,0.582937484668116
A099,1,680,Gastroenteritis and colitis of unspecified origin,0.493664637446955,0.425319903692898,0.572991699070824
R091,1,962,Pleurisy,0.493505254104681,0.428799786894951,0.567974712843294
S701,1,1659,Contusion of thigh,0.492734651645997,0.414137128902505,0.586248901604421
D649,1,1180,"Anaemia, unspecified",0.492011027682845,0.418311524986225,0.578695151584695
N924,1,1336,Excessive bleeding in the premenopausal period,0.491671459290386,0.423293178560474,0.571095486827462
O40,1,1737,Polyhydramnios,0.490491395689751,0.420885163874543,0.571609146378446
K759,1,1795,"Inflammatory liver disease, unspecified",0.489730462849056,0.431954205040273,0.555234613863731
I840,1,1310,Internal thrombosed haemorrhoids,0.489569683151687,0.416287715843554,0.575751975230799
D110,1,1058,Benign neoplasm of parotid gland,0.488958152418038,0.421487381626582,0.567229495444006
S234,1,1474,Sprain and strain of ribs and sternum,0.4889089022595,0.419079721007986,0.57037337462586
S065,1,1784,Traumatic subdural haemorrhage,0.488586320128289,0.404520079254722,0.590122974009865
S271,1,2145,Traumatic haemothorax,0.487627189738002,0.415833478611008,0.571816095630465
S861,1,1412,Injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level,0.482855597933611,0.416295140669055,0.560058251175153
S7211,1,1136,Fracture of intertrochanteric section of femur,0.482459940301488,0.400467750709485,0.581239297255108
S460,1,1086,Injury of tendon of the rotator cuff of shoulder,0.481966093079141,0.41772698203142,0.556084056979826
S760,1,1457,Injury of muscle and tendon of hip,0.479086936883279,0.407460844838243,0.563303924781585
C502,1,1075,Malignant neoplasm of upper-inner quadrant of breast,0.477608896703654,0.408451149237243,0.558476230600558
T810,1,865,"Haemorrhage and haematoma complicating a procedure, not elsewhere classified",0.477112842548749,0.412214680213105,0.552228427205127
K811,1,1635,Chronic cholecystitis,0.476638062349683,0.403677040352309,0.562786137854623
K413,1,1259,"Unilateral or unspecified femoral hernia, with obstruction, without gangrene",0.47553325606899,0.397172403665139,0.569354455497947
E611,1,1303,Iron deficiency,0.47478455475861,0.406947512846521,0.553929846776943
S3315,1,1240,Dislocation of L5/S1 lumbar vertebrae,0.474627881159932,0.406592469556253,0.554047707327741
K30,1,705,Dyspepsia,0.472322697992131,0.416091858263493,0.536152598538213
K5730,1,929,"Diverticulosis of large intestine without perforation, abscess or mention of haemorrhage",0.471897951054578,0.401596227477944,0.554506394664128
S663,1,1493,Injury of extensor muscle and tendon of other finger at wrist and hand level,0.471337628955687,0.414489334796014,0.535982815043725
K561,1,1855,Intussusception,0.471301267249233,0.403702163430823,0.550219703117334
M2553,1,2118,"Pain in a joint, forearm",0.469754259595827,0.398123418724749,0.554273006886309
K85,1,1361,Acute pancreatitis,0.469668165868703,0.408863355617584,0.5395156670308
N904,1,2119,Leukoplakia of vulva,0.463215234237769,0.39605649093551,0.541761991384429
S136,1,1103,Sprain and strain of joints and ligaments of other and unspecified parts of neck,0.46194093784647,0.398963314700413,0.534859778320002
M766,1,1909,Achilles tendinitis,0.460713338168852,0.391413493405529,0.542282735630618
S761,1,1801,Injury of quadriceps muscle and tendon,0.460622483528732,0.401226300769271,0.528811476030804
C73,1,1489,Malignant neoplasm of thyroid gland,0.459962566181203,0.397019135368663,0.532885051224402
D391,1,1770,Neoplasm of uncertain or unknown behaviour of ovary,0.459336943467662,0.40118025920973,0.525924251731221
M8412,1,2072,"Nonunion of fracture [pseudarthrosis], upper arm",0.459171752218618,0.396392178903633,0.531894192813458
C434,1,2157,Malignant melanoma of scalp and neck,0.457788214935558,0.392633641623851,0.53375469526031
S024,1,913,Fracture of malar and maxillary bones,0.457591286173976,0.391543111100578,0.534780920021259
T393,1,1388,Other nonsteroidal anti-inflammatory drugs [NSAID],0.456576367422336,0.397689196219194,0.524183159287229
S640,1,809,Injury of ulnar nerve at wrist and hand level,0.456290721165785,0.396561708243989,0.525015950591713
R876,1,1385,"Abnormal findings in specimens from female genital organs, abnormal cytological findings",0.455844069259899,0.391646898698226,0.530564179545652
H431,1,1626,Vitreous haemorrhage,0.45583925579001,0.380528633006643,0.546054643713402
M4782,1,2125,"Other spondylosis, cervical region",0.454386641142922,0.397659785257995,0.519205681095446
O210,1,1278,Mild hyperemesis gravidarum,0.45383046851989,0.395945605961219,0.5201777493072
R103,1,667,Pain localized to other parts of lower abdomen,0.453368457249577,0.375602321191868,0.547235590495365
O049,1,692,"Medical abortion, complete or unspecified, without complication",0.45021690448802,0.397103738796417,0.510434028400549
Z718,1,1517,Other specified counselling,0.44918736180434,0.393976176125278,0.512135753966462
O16,1,822,Unspecified maternal hypertension,0.448752388884317,0.384006928844542,0.524414252459767
Z080,1,820,Follow-up examination after surgery for malignant neoplasm,0.448689575141305,0.396161140782627,0.508182944048392
C444,1,1059,Malignant neoplasm of skin of scalp and neck,0.448114011942192,0.384115988617688,0.522774822317512
K760,1,1650,"Fatty (change of) liver, not elsewhere classified",0.446574359196651,0.391139122483941,0.50986630287817
K8051,1,1375,"Calculus of bile duct without cholangitis or cholecystitis, with obstruction",0.44229149904111,0.376895401260194,0.519034643219174
T092,1,1981,"Dislocation, sprain and strain of unspecified joint and ligament of trunk",0.441722359328483,0.381184432515295,0.511874636231092
F412,1,1063,Mixed anxiety and depressive disorder,0.441097268157996,0.370453764020861,0.525212101679417
K529,1,681,"Noninfective gastroenteritis and colitis, unspecified",0.440883440338501,0.370716967273674,0.524330486932412
K021,1,1228,Caries of dentine,0.438779898805101,0.370394052831934,0.519791822043033
T402,1,1144,Other opioids,0.438509688001141,0.368106798004015,0.522377602134804
H261,1,1988,Traumatic cataract,0.438085014568198,0.369662918866098,0.519171575493445
J111,1,1057,"Influenza with other respiratory manifestations, virus not identified",0.437112615827711,0.383356661990534,0.498406465466518
C774,1,1264,Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes,0.437003741073735,0.375321839225243,0.508822694961354
R208,1,1008,Other and unspecified disturbances of skin sensation,0.436409639420441,0.383040918825456,0.497214172217107
S0623,1,1791,Multiple intracerebral and cerebellar haematomas,0.436239090078162,0.365355882648601,0.520874448038537
C770,1,1583,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck",0.433688878361177,0.367168460197852,0.512260892759753
T421,1,2116,Iminostilbenes,0.433342710739273,0.373947329291616,0.502172071416024
I843,1,1982,External thrombosed haemorrhoids,0.43333997036261,0.37767084623826,0.497214788444118
I456,1,1541,Pre-excitation syndrome,0.433276166396782,0.383361910505513,0.489689328081517
K510,1,1262,Ulcerative (chronic) enterocolitis,0.430167008283599,0.369366192251442,0.50097615563499
J14,1,1537,Pneumonia due to Haemophilus influenzae,0.429083483744461,0.366358054340513,0.502548350830467
Z098,1,1436,Follow-up examination after other treatment for other conditions,0.429046093896954,0.368936238331848,0.498949497399761
D035,1,1237,Melanoma in situ of trunk,0.427993121906453,0.363569800764194,0.503832034492981
N393,1,702,Stress incontinence,0.427185915552689,0.364839095462896,0.500187092655337
E210,1,1818,Primary hyperparathyroidism,0.426591788422763,0.355402743973508,0.512040374013815
J340,1,736,"Abscess, furuncle and carbuncle of nose",0.425877377230965,0.368013149307373,0.492839836778876
Z3901,1,823,Postpartum care after hospital delivery,0.42573870431955,0.371228437163565,0.488253124519735
N62,1,1287,Hypertrophy of breast,0.425488781906915,0.366230485552456,0.494335427198345
D235,1,1160,Other benign neoplasms of skin of trunk,0.424830400670935,0.35531557572376,0.507945279253793
O700,1,898,First degree perineal laceration during delivery,0.422545445031244,0.382109961172259,0.467259876107135
K621,1,1696,Rectal polyp,0.422307390911988,0.361208269214578,0.493741554717685
I959,1,980,"Hypotension, unspecified",0.421406881722396,0.353196229751911,0.502790644418062
T886,1,1465,Anaphylactic shock due to adverse effect of correct drug or medicament properly administered,0.420870000358241,0.362368067821557,0.488816683728246
L409,1,1609,"Psoriasis, unspecified",0.418937204795082,0.353983512370722,0.495809481029469
K210,1,858,Gastro-oesophageal reflux disease with oesophagitis,0.418794342903872,0.358005872179311,0.489904538661982
S8218,1,1341,Other fracture of upper end of tibia,0.417803037181589,0.360162295867068,0.484668661548593
L020,1,1052,"Cutaneous abscess, furuncle and carbuncle of face",0.415869791889873,0.353669064535544,0.489009928062693
N133,1,1979,Other and unspecified hydronephrosis,0.415747812614314,0.349852667270841,0.494054383069135
O031,1,1331,"Spontaneous abortion, incomplete, complicated by delayed or excessive haemorrhage",0.414230975831911,0.363611203866481,0.471897728986548
N920,1,750,Excessive and frequent menstruation with regular cycle,0.41276663168241,0.354879122139226,0.480096690961721
M704,1,1667,Prepatellar bursitis,0.410651055705968,0.359250370267279,0.469406028522569
N851,1,1915,Endometrial adenomatous hyperplasia,0.410596247564986,0.341334466721264,0.493912261875735
O209,1,976,"Haemorrhage in early pregnancy, unspecified",0.410239082953038,0.356920678616124,0.471522428553812
D127,1,1528,Benign neoplasm of rectosigmoid junction,0.409730640827446,0.343016566356436,0.489420087828712
J351,1,1025,Hypertrophy of tonsils,0.404240084781817,0.341445226760792,0.478583483783452
S925,1,2156,Fracture of other toe,0.403322870998043,0.349762086528324,0.465085681197556
F323,1,1323,Severe depressive episode with psychotic symptoms,0.403030472122989,0.335816572672078,0.483697276067117
D172,1,1348,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,0.402430847934966,0.357857833526077,0.452555658133595
S2206,1,1461,"Fracture of thoracic vertebra, T11 and T12 level",0.400685606510957,0.342369113052109,0.468935278167508
F250,1,806,"Schizoaffective disorder, manic type",0.400079680389766,0.343116745143212,0.466499385198962
M6514,1,1187,"Other infective (teno)synovitis, hand",0.399420499650201,0.340067431154678,0.469132651130746
D225,1,1238,Melanocytic naevi of trunk,0.39840305127352,0.336482269451344,0.471718737284026
S310,1,2079,Open wound of lower back and pelvis,0.398325846538975,0.344293017952572,0.460838506004346
I493,1,739,Ventricular premature depolarization,0.398235415097594,0.344812334114895,0.459935536369498
M653,1,1411,Trigger finger,0.397510466522926,0.336954710797948,0.468948989082472
S290,1,1526,Injury of muscle and tendon at thorax level,0.396797300398215,0.33471731241044,0.470391257833248
S198,1,1156,Other specified injuries of neck,0.39613140876067,0.345932396055768,0.453614910878182
R070,1,1742,Pain in throat,0.396017729776617,0.336536636090463,0.466011796276674
M6747,1,1193,"Ganglion, ankle and foot",0.395236596131798,0.342140773116004,0.456572204181248
R190,1,1096,"Intra-abdominal and pelvic swelling, mass and lump",0.395027801739705,0.328338306762731,0.475262742522665
S764,1,2109,Injury of other and unspecified muscles and tendons at thigh level,0.394324598065753,0.334395150856654,0.464994448159247
S4220,1,1943,"Fracture of upper end of humerus, unspecified part",0.39384184622832,0.338781457547404,0.457850913575539
I309,1,1741,"Acute pericarditis, unspecified",0.391994423087299,0.333937569639223,0.460144774658191
L270,1,1378,Generalized skin eruption due to drugs and medicaments,0.390896898803342,0.332679486131046,0.459302096654918
Z432,1,1379,Attention to ileostomy,0.390348749315344,0.333847350409629,0.456412626624394
D224,1,1781,Melanocytic naevi of scalp and neck,0.390084221040488,0.332537268543684,0.457589912165814
M754,1,901,Impingement syndrome of shoulder,0.388491657657579,0.333116542601646,0.453071969620003
S801,1,1420,Contusion of other and unspecified parts of lower leg,0.388096555645926,0.330515076245401,0.455709731051419
S528,1,1952,Fracture of other parts of forearm,0.387216030739838,0.335969724978909,0.446279064196416
Z763,1,685,Healthy person accompanying sick person,0.3869609263273,0.335458775822579,0.446370073750217
T781,1,1110,"Other adverse food reactions, not elsewhere classified",0.386245992964347,0.331808967299502,0.449614030311465
S022,1,967,Fracture of nasal bones,0.386167401146696,0.32640041179601,0.456878289116841
S6233,1,1205,Fracture of neck of other metacarpal bone(s),0.384892363261942,0.333557011566786,0.444128368345515
S6230,1,1563,"Fracture of other metacarpal bone(s), site unspecified",0.384816710653287,0.328708417586481,0.450502308049521
S1224,1,1709,Fracture of sixth cervical vertebra,0.381345160673779,0.326159897172122,0.44586760306883
F252,1,1612,"Schizoaffective disorder, mixed type",0.380125631756006,0.31859584788082,0.453538540690448
N701,1,1582,Chronic salpingitis and oophoritis,0.379515689771766,0.328319875599323,0.438694606959203
O80,1,673,Single spontaneous delivery,0.376573329498876,0.339175474530856,0.418094712437614
F445,1,2048,Dissociative convulsions,0.37656110923405,0.317618490639511,0.44644210953233
J320,1,1691,Chronic maxillary sinusitis,0.374552748885583,0.316630276185634,0.443071216649848
D036,1,1581,"Melanoma in situ of upper limb, including shoulder",0.371184404790968,0.316029682340597,0.435964942721858
K388,1,1463,Other specified diseases of appendix,0.370274400937349,0.318019079875962,0.431116057700022
I839,1,1254,Varicose veins of lower extremities without ulcer or inflammation,0.369093688759445,0.32150499684486,0.423726388140059
S3201,1,1888,"Fracture of lumbar vertebra, L1 level",0.367756812446619,0.307423397589723,0.439930968694163
S8231,1,1402,Other fracture of lower end of tibia with fracture of fibula (any part),0.367106986913388,0.316746809031298,0.425474025303629
N870,1,1661,Mild cervical dysplasia,0.366859062752966,0.31162121889779,0.431888343162306
M720,1,919,Palmar fascial fibromatosis [Dupuytren],0.365587936434403,0.317956230240751,0.420355151289736
D170,1,912,"Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck",0.36424124140397,0.312488434868344,0.424565094690309
S0600,1,894,Concussion,0.363935392998115,0.319092557930746,0.415080098187181
D233,1,1472,Other benign neoplasms of skin of other and unspecified parts of face,0.36177257966128,0.307257128122041,0.425960498279449
K580,1,2084,Irritable bowel syndrome with diarrhoea,0.361655708280627,0.309860571341257,0.422108727050381
J020,1,2139,Streptococcal pharyngitis,0.360351316168349,0.306296448906559,0.423945728159178
K513,1,992,Ulcerative (chronic) rectosigmoiditis,0.360316609046911,0.311695838877368,0.41652162962029
O680,1,670,Labour and delivery complicated by fetal heart rate anomaly,0.360273821614976,0.320379966049995,0.405135277780774
Z421,1,1462,Follow-up care involving plastic surgery of breast,0.357677027769995,0.306797055960967,0.416995058162014
L720,1,1024,Epidermal cyst,0.357328749164459,0.302944471515603,0.421476035989852
E668,1,1643,Other obesity,0.356873180454708,0.303455406376961,0.419694176645019
Z4000,1,2140,"Prophylactic surgery for risk-factors related to malignant neoplasms, Breast",0.356844167263022,0.295551170514881,0.430848436457903
H160,1,1188,Corneal ulcer,0.355697481611701,0.298605273503073,0.423705505735499
S0631,1,2034,Focal cerebral contusion,0.355602495330895,0.300552777929531,0.420735205166555
O010,1,2098,Classical hydatidiform mole,0.354734347991078,0.299202390667615,0.420573035408824
O990,1,984,"Anaemia complicating pregnancy, childbirth and the puerperium",0.351254735820398,0.31019353276252,0.397751327493716
S4221,1,1600,Fracture of head of humerus,0.350544670075939,0.290523873927463,0.422965465995851
S920,1,1614,Fracture of calcaneus,0.348684457217009,0.298133315021043,0.407806992976074
R100,1,1516,Acute abdomen,0.346798619470603,0.293550919847123,0.409705009711264
N879,1,1552,"Dysplasia of cervix uteri, unspecified",0.345898272596699,0.289586965761986,0.413159531094773
S6261,1,1089,Fracture of proximal phalanx,0.34573931247913,0.299443238316314,0.399193092038604
O441,1,960,Placenta praevia with haemorrhage,0.344620742810103,0.302083586096741,0.393147664557166
S5211,1,932,Fracture of head of radius,0.344214575542435,0.30206854562256,0.392241018579624
F3230,1,1324,"Severe depressive episode with psychotic symptoms, not specified as arising in the postnatal period",0.344079141886006,0.288420806539116,0.410478208218151
T172,1,1048,Foreign body in pharynx,0.342570484996379,0.301600060253546,0.38910647793637
O039,1,827,"Spontaneous abortion, complete or unspecified, without complication",0.342369271637699,0.291873698555469,0.401600825089253
I494,1,905,Other and unspecified premature depolarization,0.340974857012909,0.280300629039233,0.414782704960327
N800,1,1067,Endometriosis of uterus,0.340267507202527,0.298025587674754,0.388496764191197
S8228,1,1342,Other fracture of shaft of tibia,0.339994888005008,0.281477626089453,0.410677486077708
A045,1,1099,Campylobacter enteritis,0.337573778955567,0.28474109971558,0.40020937037951
S9333,1,2099,Dislocation of tarsometatarsal (joint),0.337417318721788,0.288302092129598,0.39489982931592
K317,1,1596,Polyp of stomach and duodenum,0.337309815368898,0.27280194697894,0.417071479159874
S0121,1,1598,"Open wound of nose, external skin",0.334069241357228,0.282127150452438,0.395574328248881
B023,1,2000,Zoster ocular disease,0.333541715501944,0.279935273877026,0.397413567926603
S5250,1,940,"Fracture of lower end of radius, unspecified",0.333162036578634,0.288924617164845,0.384172673503602
D500,1,1082,Iron deficiency anaemia secondary to blood loss (chronic),0.331465546619148,0.278904231866703,0.393932382668329
O622,1,1201,Other uterine inertia,0.331268213468166,0.285843958275331,0.383910962878173
D508,1,981,Other iron deficiency anaemias,0.330444397230132,0.273580062477865,0.399128133358109
L021,1,1771,"Cutaneous abscess, furuncle and carbuncle of neck",0.329823492417697,0.286469963938337,0.379738017400046
S8238,1,1819,Other fracture of lower end of tibia,0.328501606960607,0.272384564862683,0.396179959132793
L303,1,1949,Infective dermatitis,0.328095107988298,0.273968513097302,0.392915224705481
S311,1,1149,Open wound of abdominal wall,0.32759731894419,0.277498671832069,0.386740601931122
M758,1,1642,Other shoulder lesions,0.326959269752492,0.275442429302825,0.388111462521096
O459,1,1638,"Premature separation of placenta, unspecified",0.324442622184486,0.286309199769562,0.367655021824891
C445,1,1221,Malignant neoplasm of skin of trunk,0.323100588564424,0.276319461423429,0.377801801555717
D1801,1,1194,"Haemangioma, skin and subcutaneous tissue",0.322448979010583,0.274701790026695,0.378495327805704
H610,1,1728,Perichondritis of external ear,0.322222262673534,0.267326301272343,0.388391213540475
C530,1,1370,Malignant neoplasm of endocervix,0.321938283221309,0.276654882537449,0.374633757600336
H001,1,2067,Chalazion,0.32032257247265,0.271945076350361,0.377306152450075
N301,1,1736,Interstitial cystitis (chronic),0.318628167531507,0.267069866640438,0.38013988781883
K819,1,1276,"Cholecystitis, unspecified",0.316523349175086,0.264017769620401,0.37947078606512
S098,1,1797,Other specified injuries of head,0.315299453467291,0.267470675462245,0.371680914870256
N907,1,1712,Vulvar cyst,0.314683871619587,0.269505883867887,0.367435165556666
J931,1,1637,Other spontaneous pneumothorax,0.314648391861754,0.268076699829343,0.369310762793683
Z018,1,1111,Other specified special examinations,0.314623413867846,0.268889835896955,0.368135493941811
S6231,1,1531,Fracture of base of other metacarpal bone(s),0.312705883499033,0.268612654629389,0.364037091662069
D043,1,1664,Carcinoma in situ of skin of other and unspecified parts of face,0.308845431147062,0.260518928285612,0.366136545118294
H020,1,2003,Entropion and trichiasis of eyelid,0.308659266874448,0.256857079450872,0.370908768530532
S668,1,1839,Injury of other muscles and tendons at wrist and hand level,0.307818706027571,0.260459842421762,0.363788731880809
N882,1,1910,Stricture and stenosis of cervix uteri,0.307562367403838,0.261476482583871,0.361771004827217
L988,1,1001,Other specified disorders of skin and subcutaneous tissue,0.306581243165446,0.247259186692968,0.38013575923302
O641,1,860,Obstructed labour due to breech presentation,0.304304627335801,0.259550653135458,0.356775469833447
T1305,1,2162,"Contusion of lower limb, level unspecified",0.302861369493072,0.251838301126641,0.364221838857998
S8282,1,1191,"Trimalleolar fracture, ankle",0.302211578559358,0.257100853656033,0.355237397762704
E282,1,1799,Polycystic ovarian syndrome,0.300119356759369,0.255255127598602,0.352869026174074
L309,1,1846,"Dermatitis, unspecified",0.298383931140155,0.248383180319994,0.35845007801233
L050,1,776,Pilonidal cyst with abscess,0.298342307268908,0.249371632207144,0.356929661640904
S16,1,1602,Injury of muscle and tendon at neck level,0.296116650987703,0.24705598636565,0.354919839353323
G379,1,1364,"Demyelinating disease of central nervous system, unspecified",0.294942463120737,0.249190099116622,0.349095156108169
H010,1,1662,Blepharitis,0.294908834347685,0.249140500512479,0.34908503594322
D237,1,1621,"Other benign neoplasms of skin of lower limb, including hip",0.292459786299823,0.244962705844657,0.349166320267455
O601,1,983,Preterm spontaneous labour with preterm delivery,0.288227492905103,0.24228384267362,0.342883317144145
Z516,1,1360,Desensitization to allergens,0.286451737741068,0.242864513412048,0.337861620465163
N838,1,1298,"Other noninflammatory disorders of ovary, fallopian tube and broad ligament",0.284931293740335,0.240088954769728,0.338149009105425
E86,1,789,Volume depletion,0.284884985407208,0.239565466720106,0.338777771360873
O9220,1,1760,"Other and unspecified disorders of breast associated with childbirth, without mention of attachment difficulty",0.284192549933018,0.24091594416307,0.335243089526539
Z036,1,1652,Observation for suspected toxic effect from ingested substance,0.281753867464193,0.241627863111346,0.328543408896714
Z348,1,1219,Supervision of other normal pregnancy,0.281438311729055,0.240033152896533,0.329985763854226
S023,1,1558,Fracture of orbital floor,0.281366604213022,0.236382417437068,0.334911398338008
S711,1,1814,Open wound of thigh,0.281013730750482,0.238371795100531,0.331283811648101
N750,1,948,Cyst of Bartholin's gland,0.280909048924304,0.237168649549759,0.332716376794992
S300,1,801,Contusion of lower back and pelvis,0.278889109064273,0.228289827844094,0.340703464053518
Z3551,1,1990,Supervision of primigravida with advanced maternal age,0.278045692074866,0.235817730559648,0.327835429074476
K137,1,1066,Other and unspecified lesions of oral mucosa,0.274885110170206,0.223936422734408,0.33742534095449
O649,1,2137,"Obstructed labour due to malposition and malpresentation, unspecified",0.274069221478263,0.22998102843364,0.326609280223194
O665,1,2043,"Failed application of vacuum extractor and forceps, unspecified",0.273354920864623,0.220109260690556,0.339481003781821
O983,1,2136,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium",0.272705629620385,0.223175537074682,0.333228101078857
S634,1,1105,Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s),0.272317511292879,0.231382210825568,0.320494936461004
D051,1,1178,Intraductal carcinoma in situ of breast,0.271452961181173,0.231550077339795,0.318232284698803
S8353,1,868,Rupture of anterior cruciate ligament,0.270990788909047,0.22649849780659,0.324222934742179
T2221,1,1233,"Partial thickness [blisters, epidermal loss] burn of forearm and elbow",0.269817419224739,0.228593981178287,0.318474875593152
D24,1,1112,Benign neoplasm of breast,0.269515137689829,0.229519065877066,0.31648093881174
M2325,1,1860,Derangement of posterior horn of lateral meniscus due to old tear or injury,0.267400377604906,0.219924567201669,0.325124941033434
O2449,1,1399,"Diabetes mellitus arising during pregnancy, unspecified",0.267228551847346,0.226798469582435,0.314865876537467
O348,1,1655,Maternal care for other abnormalities of pelvic organs,0.266798696693901,0.220995994769636,0.322094274295617
